,x
3154,0.366513982
3155,0.278099162
3156,0.200077202
3157,0.141235413
3158,0.104780051
3159,0.089638191
3160,0.09344103
3161,0.114574848
3162,0.152700796
3163,0.208168419
3164,0.28079085
3165,0.368444935
3166,0.466191827
3167,0.566675944
3168,0.661920951
3169,0.745576884
3170,0.814300857
3171,0.867730753
3172,0.907520224
3173,0.936212925
3174,0.956427165
3175,0.999774465
3176,0.999471155
3177,0.998771144
3178,0.997197619
3179,0.99383414
3180,0.987253051
3181,0.97602432
3182,0.959950929
3183,0.940595124
3184,0.919867834
3185,0.898536368
3186,0.876244451
3187,0.852180269
3188,0.825504657
3189,0.79548769
3190,0.761526731
3191,0.723149493
3192,0.680038851
3193,0.632087902
3194,0.579482457
3195,0.52279937
3196,0.463098063
3197,0.401971602
3198,0.341520534
3199,0.284227547
3200,0.232747278
3201,0.1896697
3202,0.157338123
3203,0.137777888
3204,0.132721179
3205,0.14362992
3206,0.171567966
3207,0.216798423
3208,0.278118334
3209,0.35218889
3210,0.433347884
3211,0.514329912
3212,0.587810785
3213,0.648063843
3214,0.691889254
3215,0.718497202
3216,0.728651316
3217,0.723601239
3218,0.704185675
3219,0.670294832
3220,0.620867113
3221,0.554744549
3222,0.472680353
3223,0.379888888
3224,0.286791033
3225,0.20572376
3226,0.145563879
3227,0.109192578
3228,0.095227763
3229,0.101160893
3230,0.125338401
3231,0.167335858
3232,0.227215294
3233,0.304188999
3234,0.395257997
3235,0.49460806
3236,0.594426914
3237,0.686957092
3238,0.766609792
3239,0.83094402
3240,0.880290568
3241,0.916664968
3242,0.942699518
3243,0.960943732
3244,0.999859034
3245,0.999670218
3246,0.999233533
3247,0.998244105
3248,0.996091053
3249,0.991737626
3250,0.983925063
3251,0.972023366
3252,0.956834915
3253,0.939939046
3254,0.922271162
3255,0.903726818
3256,0.883628331
3257,0.861157151
3258,0.835524549
3259,0.806004315
3260,0.771936955
3261,0.732753214
3262,0.688034327
3263,0.637614302
3264,0.581719527
3265,0.521125348
3266,0.457287813
3267,0.39239112
3268,0.329255562
3269,0.271092613
3270,0.221165133
3271,0.182468886
3272,0.157544451
3273,0.148442678
3274,0.156747704
3275,0.183482306
3276,0.228741428
3277,0.291054784
3278,0.366749774
3279,0.44982149
3280,0.532730504
3281,0.608003302
3282,0.669880805
3283,0.715180813
3284,0.743101842
3285,0.75431546
3286,0.749884618
3287,0.730380572
3288,0.695387859
3289,0.643595214
3290,0.573823762
3291,0.487239656
3292,0.389931646
3293,0.293286358
3294,0.210159966
3295,0.149377079
3296,0.113536647
3297,0.101061525
3298,0.109390942
3299,0.136860818
3300,0.182931836
3301,0.247301313
3302,0.328488577
3303,0.422576414
3304,0.52294569
3305,0.621502604
3306,0.710889808
3307,0.786363415
3308,0.846352832
3309,0.891791929
3310,0.924971673
3311,0.948557809
3312,0.965006459
3313,0.99990922
3314,0.999788639
3315,0.999510039
3316,0.998876342
3317,0.997480412
3318,0.994585327
3319,0.989165137
3320,0.980426462
3321,0.968610372
3322,0.95490463
3323,0.94030048
3324,0.924915836
3325,0.908229279
3326,0.889483853
3327,0.867884319
3328,0.842642718
3329,0.812979414
3330,0.778136386
3331,0.737428265
3332,0.690345231
3333,0.636713888
3334,0.576906323
3335,0.512058805
3336,0.444226312
3337,0.376380237
3338,0.312186552
3339,0.255592058
3340,0.210353251
3341,0.179680296
3342,0.166085979
3343,0.171370568
3344,0.196548419
3345,0.241526421
3346,0.304515809
3347,0.381455532
3348,0.465966113
3349,0.550238116
3350,0.626681039
3351,0.689542985
3352,0.735688384
3353,0.764318189
3354,0.776018404
3355,0.771676595
3356,0.751626672
3357,0.7152107
3358,0.660972141
3359,0.587837726
3360,0.497460492
3361,0.396715182
3362,0.297685768
3363,0.213466825
3364,0.152724661
3365,0.1178427
3366,0.107165687
3367,0.118160558
3368,0.149171007
3369,0.199501211
3370,0.268397842
3371,0.353599906
3372,0.450254345
3373,0.551040705
3374,0.647772802
3375,0.733656016
3376,0.804841554
3377,0.860575195
3378,0.902300585
3379,0.932505437
3380,0.953843153
3381,0.968658493
3382,0.999939129
3383,0.99985932
3384,0.999675692
3385,0.999258071
3386,0.998331781
3387,0.996375361
3388,0.992585758
3389,0.986164006
3390,0.976983352
3391,0.965851083
3392,0.953727378
3393,0.940913005
3394,0.927049756
3395,0.91146744
3396,0.893401399
3397,0.872052113
3398,0.84658303
3399,0.816119803
3400,0.779782723
3401,0.736773539
3402,0.686533817
3403,0.628980559
3404,0.564795738
3405,0.495698036
3406,0.424576978
3407,0.355366871
3408,0.292623099
3409,0.240915744
3410,0.204266702
3411,0.185813532
3412,0.187696606
3413,0.210978614
3414,0.255370809
3415,0.318718013
3416,0.396516302
3417,0.481981553
3418,0.567041839
3419,0.644024287
3420,0.707222658
3421,0.753573242
3422,0.782289678
3423,0.793877493
3424,0.789062909
3425,0.767980451
3426,0.729805205
3427,0.673051582
3428,0.59687866
3429,0.503478299
3430,0.400388402
3431,0.300109045
3432,0.215715584
3433,0.155639754
3434,0.122126489
3435,0.113554007
3436,0.127486696
3437,0.162282652
3438,0.21703595
3439,0.290450345
3440,0.379406948
3441,0.478128265
3442,0.578726784
3443,0.673118185
3444,0.755207731
3445,0.822059237
3446,0.873663593
3447,0.91188158
3448,0.939327909
3449,0.958606722
3450,0.97193914
3451,0.999957081
3452,0.999901763
3453,0.999775387
3454,0.999489079
3455,0.998852835
3456,0.9974934
3457,0.99479127
3458,0.990015823
3459,0.982826619
3460,0.973703929
3461,0.963521641
3462,0.95272402
3463,0.941114251
3464,0.928121644
3465,0.913034013
3466,0.895074698
3467,0.87340011
3468,0.847085453
3469,0.815135066
3470,0.776542912
3471,0.730428504
3472,0.676269528
3473,0.614230197
3474,0.545533188
3475,0.472750485
3476,0.399839536
3477,0.331798183
3478,0.273982583
3479,0.231329161
3480,0.207766254
3481,0.205923909
3482,0.226995974
3483,0.270506146
3484,0.333891006
3485,0.412152273
3486,0.498075685
3487,0.58334021
3488,0.660228857
3489,0.723118784
3490,0.769039463
3491,0.797223249
3492,0.808098096
3493,0.802244132
3494,0.779639231
3495,0.739373626
3496,0.680052036
3497,0.601183897
3498,0.505529079
3499,0.40114665
3500,0.30068145
3501,0.216964739
3502,0.158139822
3503,0.126389949
3504,0.120227683
3505,0.137372893
3506,0.176192752
3507,0.235506308
3508,0.313378756
3509,0.405770627
3510,0.506023142
3511,0.605841955
3512,0.69743473
3513,0.775513516
3514,0.83804244
3515,0.885674513
3516,0.920599018
3517,0.945497436
3518,0.962895849
3519,0.974884253
3520,0.999967978
3521,0.999927502
3522,0.999835886
3523,0.999629729
3524,0.999172611
3525,0.998190254
3526,0.996201641
3527,0.99256566
3528,0.986832507
3529,0.979222921
3530,0.970497954
3531,0.961213667
3532,0.951331139
3533,0.940384728
3534,0.927724479
3535,0.912615781
3536,0.894241576
3537,0.871677835
3538,0.843882914
3539,0.809728274
3540,0.768099932
3541,0.718103406
3542,0.659394069
3543,0.592611887
3544,0.519816442
3545,0.444724874
3546,0.372536893
3547,0.30927394
3548,0.260823211
3549,0.23205033
3550,0.226240017
3551,0.244825479
3552,0.287169505
3553,0.350268137
3554,0.428583594
3555,0.5144537
3556,0.599329731
3557,0.675493221
3558,0.737441572
3559,0.782314506
3560,0.809364615
3561,0.818942618
3562,0.811497964
3563,0.786896992
3564,0.744229156
3565,0.682304931
3566,0.601086995
3567,0.503911007
3568,0.399209343
3569,0.299525975
3570,0.217260082
3571,0.16022842
3572,0.130622065
3573,0.127174955
3574,0.147807972
3575,0.190879971
3576,0.254859718
3577,0.337078287
3578,0.432532631
3579,0.533758462
3580,0.632234136
3581,0.720636496
3582,0.794558585
3583,0.852827017
3584,0.896667469
3585,0.928515625
3586,0.951069075
3587,0.966754265
3588,0.977526526
3589,0.999974706
3590,0.999943354
3591,0.9998731
3592,0.999716328
3593,0.99937042
3594,0.998625978
3595,0.99710073
3596,0.994236709
3597,0.989534537
3598,0.983016025
3599,0.975321567
3600,0.967097949
3601,0.958465377
3602,0.949067668
3603,0.938319012
3604,0.925533588
3605,0.909939118
3606,0.890646768
3607,0.86662323
3608,0.836693353
3609,0.799603109
3610,0.754181507
3611,0.699641219
3612,0.636030694
3613,0.56477354
3614,0.489109627
3615,0.414159623
3616,0.346400842
3617,0.292620178
3618,0.258721368
3619,0.248808071
3620,0.264681989
3621,0.30559215
3622,0.368075181
3623,0.446019137
3624,0.531307301
3625,0.61519445
3626,0.690007707
3627,0.750399924
3628,0.793633313
3629,0.818977555
3630,0.826703841
3631,0.817146029
3632,0.79010481
3633,0.744751504
3634,0.680208856
3635,0.596976621
3636,0.498954925
3637,0.394805473
3638,0.296760569
3639,0.216636899
3640,0.161897543
3641,0.134799752
3642,0.134370572
3643,0.158764601
3644,0.206302984
3645,0.275019993
3646,0.361420861
3647,0.459519739
3648,0.561154007
3649,0.657765528
3650,0.742657042
3651,0.812343948
3652,0.866457197
3653,0.906703896
3654,0.935692265
3655,0.956094559
3656,0.970222286
3657,0.979895746
3658,0.999978965
3659,0.999953343
3660,0.99989647
3661,0.999770622
3662,0.999494595
3663,0.998901165
3664,0.997675939
3665,0.995327086
3666,0.991333271
3667,0.985560545
3668,0.978526887
3669,0.970956839
3670,0.963140127
3671,0.95483966
3672,0.945532687
3673,0.934579917
3674,0.92125942
3675,0.904736504
3676,0.884023219
3677,0.857957351
3678,0.825228949
3679,0.784493449
3680,0.734621517
3681,0.675126933
3682,0.606756222
3683,0.532097893
3684,0.455915625
3685,0.384867608
3686,0.326493879
3687,0.287766221
3688,0.273749356
3689,0.28675459
3690,0.325985091
3691,0.387516753
3692,0.464644091
3693,0.548803928
3694,0.6310967
3695,0.703945817
3696,0.76219189
3697,0.803226346
3698,0.826328154
3699,0.831684301
3700,0.819527823
3701,0.789639607
3702,0.741351918
3703,0.674194228
3704,0.589266232
3705,0.491004523
3706,0.388165998
3707,0.292498972
3708,0.215123551
3709,0.163130396
3710,0.138888844
3711,0.141775279
3712,0.170197903
3713,0.222399055
3714,0.29588707
3715,0.386257324
3716,0.48654861
3717,0.588035225
3718,0.682315881
3719,0.763449711
3720,0.828884918
3721,0.878983889
3722,0.915846051
3723,0.942187503
3724,0.96062228
3725,0.973336987
3726,0.98201901
3727,0.999981757
3728,0.999959845
3729,0.999911591
3730,0.999805592
3731,0.999574397
3732,0.999078264
3733,0.998048533
3734,0.996041339
3735,0.992521919
3736,0.98722501
3737,0.980539724
3738,0.973256072
3739,0.965853685
3740,0.958235708
3741,0.949943758
3742,0.940377335
3743,0.928860642
3744,0.914619234
3745,0.896731708
3746,0.874090414
3747,0.845396924
3748,0.809228109
3749,0.764225717
3750,0.709469789
3751,0.64506431
3752,0.572855185
3753,0.497015489
3754,0.424080615
3755,0.362109871
3756,0.319083306
3757,0.301122322
3758,0.311187051
3759,0.348521283
3760,0.408760384
3761,0.484606492
3762,0.567076164
3763,0.647169027
3764,0.717457581
3765,0.772997986
3766,0.811311465
3767,0.83167405
3768,0.834182064
3769,0.818982588
3770,0.785882329
3771,0.73444892
3772,0.664699308
3773,0.578374505
3774,0.480404996
3775,0.379521335
3776,0.286853783
3777,0.21274582
3778,0.163904471
3779,0.142845318
3780,0.149335524
3781,0.182044339
3782,0.239083075
3783,0.317337518
3784,0.41142048
3785,0.513430894
3786,0.614238022
3787,0.705784658
3788,0.782987027
3789,0.844209245
3790,0.890462979
3791,0.924156016
3792,0.948057235
3793,0.964697294
3794,0.976132369
3795,0.983920931
3796,0.999983672
3797,0.999964263
3798,0.999921777
3799,0.999828974
3800,0.999627452
3801,0.999195653
3802,0.998295644
3803,0.996516437
3804,0.993309606
3805,0.988288986
3806,0.981698078
3807,0.974370764
3808,0.967002796
3809,0.959675438
3810,0.952004666
3811,0.943419276
3812,0.933278204
3813,0.920863167
3814,0.905327344
3815,0.885642793
3816,0.860571371
3817,0.828689963
3818,0.78851987
3819,0.738829276
3820,0.679171122
3821,0.610642126
3822,0.536665527
3823,0.463363996
3824,0.39901935
3825,0.352463136
3826,0.330898882
3827,0.338054679
3828,0.373314679
3829,0.431918607
3830,0.506003091
3831,0.586211623
3832,0.663507434
3833,0.730664813
3834,0.782977034
3835,0.818089156
3836,0.83525817
3837,0.83448235
3838,0.815838528
3839,0.779204916
3840,0.724453884
3841,0.652156245
3842,0.56471459
3843,0.467497889
3844,0.369101965
3845,0.279940477
3846,0.209531439
3847,0.164194835
3848,0.146616862
3849,0.156983583
3850,0.19422109
3851,0.256247297
3852,0.339225946
3853,0.436728945
3854,0.539978468
3855,0.639612814
3856,0.728092153
3857,0.801259396
3858,0.858355067
3859,0.900953708
3860,0.931694837
3861,0.953354414
3862,0.968361375
3863,0.978639533
3864,0.985623829
3865,0.999985058
3866,0.999967425
3867,0.999928989
3868,0.999845368
3869,0.999664336
3870,0.999276729
3871,0.998465606
3872,0.996842026
3873,0.993841477
3874,0.988960078
3875,0.982269217
3876,0.974606786
3877,0.966906975
3878,0.959486324
3879,0.952061138
3880,0.944082727
3881,0.934928455
3882,0.923924077
3883,0.910294884
3884,0.893103979
3885,0.871204731
3886,0.843233138
3887,0.807683351
3888,0.763135075
3889,0.708715328
3890,0.64483687
3891,0.574101864
3892,0.501982593
3893,0.436660256
3894,0.387571779
3895,0.362939867
3896,0.367338772
3897,0.400397092
3898,0.457029948
3899,0.52886539
3900,0.606243898
3901,0.680166109
3902,0.743658114
3903,0.792264122
3904,0.823740507
3905,0.837306117
3906,0.832853944
3907,0.810408039
3908,0.769964372
3909,0.71176436
3910,0.636984672
3911,0.548689534
3912,0.452619708
3913,0.357140308
3914,0.271881317
3915,0.205514362
3916,0.163977527
3917,0.150144888
3918,0.164638302
3919,0.206626178
3920,0.273761972
3921,0.361387422
3922,0.461991682
3923,0.566008554
3924,0.664027706
3925,0.749179677
3926,0.81827334
3927,0.871368829
3928,0.910517225
3929,0.938521818
3930,0.958128875
3931,0.971653094
3932,0.980886855
3933,0.987147914
3934,0.99998612
3935,0.999969819
3936,0.999934389
3937,0.999857508
3938,0.999691376
3939,0.999335658
3940,0.998588321
3941,0.997075538
3942,0.994215406
3943,0.989388348
3944,0.982462656
3945,0.974217821
3946,0.96583087
3947,0.957927553
3948,0.95037432
3949,0.942646802
3950,0.934122015
3951,0.924151095
3952,0.912020522
3953,0.896884717
3954,0.877704833
3955,0.853216052
3956,0.821958642
3957,0.782435122
3958,0.733483235
3959,0.674947396
3960,0.608622527
3961,0.539172019
3962,0.474368222
3963,0.423940967
3964,0.396972848
3965,0.398901108
3966,0.429694848
3967,0.484040529
3968,0.553147139
3969,0.627145359
3970,0.697153962
3971,0.756495523
3972,0.800970241
3973,0.82842723
3974,0.838026238
3975,0.829549101
3976,0.802987279
3977,0.758501873
3978,0.69676271
3979,0.619590159
3980,0.530691241
3981,0.436102106
3982,0.343872439
3983,0.262808308
3984,0.200738312
3985,0.163232881
3986,0.153367014
3987,0.172206609
3988,0.219139525
3989,0.291477056
3990,0.383640905
3991,0.487013054
3992,0.59134847
3993,0.687370751
3994,0.76900894
3995,0.834049425
3996,0.883303276
3997,0.919215314
3998,0.94469398
3999,0.962427232
4000,0.974607936
4001,0.982900167
4002,0.988511454
4003,0.999986979
4004,0.999971737
4005,0.999938666
4006,0.999867021
4007,0.999712351
4008,0.999380977
4009,0.998682081
4010,0.997253015
4011,0.994495376
4012,0.989678598
4013,0.982439691
4014,0.973417344
4015,0.964002933
4016,0.955212533
4017,0.947143274
4018,0.939313435
4019,0.931081616
4020,0.92180025
4021,0.910798925
4022,0.897314789
4023,0.880420929
4024,0.858975026
4025,0.831615879
4026,0.796860362
4027,0.753387687
4028,0.700616053
4029,0.639616376
4030,0.574174909
4031,0.511399515
4032,0.460969211
4033,0.43257689
4034,0.432462345
4035,0.461008384
4036,0.512788766
4037,0.578715094
4038,0.648822849
4039,0.714433364
4040,0.769202769
4041,0.809183246
4042,0.832293059
4043,0.837611426
4044,0.824805689
4045,0.793858466
4046,0.745144889
4047,0.679817691
4048,0.60036507
4049,0.511100757
4050,0.418272049
4051,0.329538638
4052,0.252864656
4053,0.195259274
4054,0.161948592
4055,0.156219989
4056,0.179585894
4057,0.231625096
4058,0.309225055
4059,0.4057936
4060,0.511598126
4061,0.615839796
4062,0.709551235
4063,0.787560789
4064,0.848620045
4065,0.894215607
4066,0.927109335
4067,0.95026565
4068,0.966292861
4069,0.977258437
4070,0.984702933
4071,0.989730947
4072,0.999987709
4073,0.99997335
4074,0.99994223
4075,0.999874874
4076,0.999729518
4077,0.999417806
4078,0.998757958
4079,0.997396628
4080,0.994721811
4081,0.989900872
4082,0.982320656
4083,0.972385733
4084,0.961629401
4085,0.951528935
4086,0.942526635
4087,0.93422832
4088,0.925961596
4089,0.917051768
4090,0.906846904
4091,0.894650847
4092,0.879643088
4093,0.860813238
4094,0.836931773
4095,0.806598789
4096,0.768448183
4097,0.721619032
4098,0.666587959
4099,0.606281525
4100,0.546966818
4101,0.497938023
4102,0.469179645
4103,0.467589412
4104,0.493998983
4105,0.542996331
4106,0.605345082
4107,0.671117377
4108,0.731921515
4109,0.781775071
4110,0.816969767
4111,0.835465935
4112,0.836241794
4113,0.818850396
4114,0.783293402
4115,0.730210563
4116,0.661287072
4117,0.579689946
4118,0.490288362
4119,0.399450939
4120,0.314382283
4121,0.242204428
4122,0.189146663
4123,0.160122281
4124,0.158642919
4125,0.186667264
4126,0.243934179
4127,0.326825012
4128,0.427646081
4129,0.535557945
4130,0.639341755
4131,0.730500072
4132,0.804833448
4133,0.862027191
4134,0.904165816
4135,0.934259365
4136,0.955288185
4137,0.969765926
4138,0.979634342
4139,0.986316426
4140,0.990821266
4141,0.999988352
4142,0.99997476
4143,0.999945325
4144,0.999881645
4145,0.999744224
4146,0.999449207
4147,0.998822599
4148,0.997519734
4149,0.994919267
4150,0.990099356
4151,0.982191006
4152,0.971273456
4153,0.958902971
4154,0.947055442
4155,0.936662864
4156,0.927501381
4157,0.918867713
4158,0.910028951
4159,0.900320547
4160,0.889090233
4161,0.875610464
4162,0.859001028
4163,0.83818068
4164,0.811879255
4165,0.778774871
4166,0.737862966
4167,0.689177542
4168,0.634871737
4169,0.580286574
4170,0.534045842
4171,0.506071928
4172,0.503697383
4173,0.528187224
4174,0.574268584
4175,0.632725314
4176,0.693808747
4177,0.749494732
4178,0.794180468
4179,0.824377819
4180,0.83806048
4181,0.83408749
4182,0.811902053
4183,0.77155707
4184,0.714008977
4185,0.641519845
4186,0.557934143
4187,0.468612542
4188,0.379952283
4189,0.298646999
4190,0.230990431
4191,0.182483059
4192,0.157763343
4193,0.160580628
4194,0.193339571
4195,0.255909768
4196,0.344087509
4197,0.448997901
4198,0.558714498
4199,0.661733715
4200,0.750169372
4201,0.820840452
4202,0.874320299
4203,0.913215257
4204,0.940723523
4205,0.959809806
4206,0.972883467
4207,0.981762771
4208,0.987759901
4209,0.991795809
4210,0.999988933
4211,0.99997603
4212,0.999948097
4213,0.99988768
4214,0.999757274
4215,0.999477011
4216,0.998879957
4217,0.997630208
4218,0.995101955
4219,0.99029973
4220,0.982107015
4221,0.970201793
4222,0.956006068
4223,0.941974333
4224,0.929688629
4225,0.9192265
4226,0.909876788
4227,0.900817553
4228,0.891334013
4229,0.880788149
4230,0.868525047
4231,0.853783948
4232,0.835634898
4233,0.812963874
4234,0.784557253
4235,0.749380011
4236,0.707175419
4237,0.659454497
4238,0.610633976
4239,0.568459254
4240,0.542442939
4241,0.540070291
4242,0.56296702
4243,0.606107067
4244,0.66046823
4245,0.716625584
4246,0.766995752
4247,0.806364545
4248,0.831439848
4249,0.840180354
4250,0.831311099
4251,0.804174328
4252,0.758910378
4253,0.696845342
4254,0.620857142
4255,0.535455054
4256,0.446417561
4257,0.360077957
4258,0.282572345
4259,0.219390553
4260,0.175362531
4261,0.154893896
4262,0.161986861
4263,0.199493996
4264,0.267391837
4265,0.360820441
4266,0.469653389
4267,0.58090509
4268,0.682916724
4269,0.768531331
4270,0.835608391
4271,0.885554253
4272,0.921425439
4273,0.946557465
4274,0.963875515
4275,0.975679513
4276,0.983668389
4277,0.989050755
4278,0.992666631
4279,0.999989469
4280,0.999977197
4281,0.999950635
4282,0.999893187
4283,0.999769155
4284,0.999502312
4285,0.998932369
4286,0.997732581
4287,0.995277571
4288,0.990515036
4289,0.982101426
4290,0.969262754
4291,0.953109247
4292,0.93647896
4293,0.921754639
4294,0.909500305
4295,0.899055975
4296,0.8894852
4297,0.879978954
4298,0.869876442
4299,0.858568453
4300,0.845395532
4301,0.829571163
4302,0.810146865
4303,0.786057016
4304,0.756321804
4305,0.720529565
4306,0.679700402
4307,0.63739922
4308,0.600377102
4309,0.577435536
4310,0.575902548
4311,0.597637014
4312,0.637934901
4313,0.688130958
4314,0.739260492
4315,0.784243727
4316,0.818256339
4317,0.838175996
4318,0.84192023
4319,0.828069217
4320,0.795877276
4321,0.745611508
4322,0.679020561
4323,0.599631452
4324,0.512595769
4325,0.424029747
4326,0.340113479
4327,0.266388574
4328,0.207573027
4329,0.167887769
4330,0.151548717
4331,0.162827066
4332,0.205028878
4333,0.278223229
4334,0.376835236
4335,0.489427285
4336,0.601985916
4337,0.702814119
4338,0.78557658
4339,0.849174608
4340,0.895787584
4341,0.928857029
4342,0.951814025
4343,0.967527098
4344,0.978185226
4345,0.985373585
4346,0.990204691
4347,0.993444569
4348,0.99998997
4349,0.999978284
4350,0.999952993
4351,0.999898295
4352,0.999780161
4353,0.999525769
4354,0.998981208
4355,0.997829381
4356,0.995449861
4357,0.990750145
4358,0.982188969
4359,0.968519596
4360,0.95036604
4361,0.930775359
4362,0.913037846
4363,0.898439491
4364,0.886481445
4365,0.876100502
4366,0.866343901
4367,0.856482795
4368,0.845919857
4369,0.834072285
4370,0.820280513
4371,0.803757307
4372,0.783603506
4373,0.75895195
4374,0.729345723
4375,0.695463222
4376,0.660137138
4377,0.629099181
4378,0.610216074
4379,0.610358297
4380,0.631447777
4381,0.669133646
4382,0.715242935
4383,0.761389183
4384,0.801046219
4385,0.829775049
4386,0.844597405
4387,0.843367194
4388,0.824513
4389,0.787217486
4390,0.731915566
4391,0.660829982
4392,0.578164118
4393,0.489681398
4394,0.401752986
4395,0.320322883
4396,0.250311118
4397,0.195701202
4398,0.160166349
4399,0.147774199
4400,0.163080473
4401,0.209854379
4402,0.288255738
4403,0.391953116
4404,0.508149865
4405,0.621834698
4406,0.721371272
4407,0.801312155
4408,0.861584957
4409,0.905080897
4410,0.935569078
4411,0.956542983
4412,0.970803169
4413,0.980429054
4414,0.98689864
4415,0.991235857
4416,0.994139357
4417,0.99999044
4418,0.999979305
4419,0.999955206
4420,0.999903083
4421,0.999790474
4422,0.999547777
4423,0.999027279
4424,0.997921969
4425,0.99562029
4426,0.991005013
4427,0.982371505
4428,0.968008791
4429,0.947906218
4430,0.925077815
4431,0.903748686
4432,0.886195756
4433,0.872255957
4434,0.860751407
4435,0.850532944
4436,0.840749274
4437,0.830773528
4438,0.820068757
4439,0.808078957
4440,0.794163245
4441,0.777589997
4442,0.757636276
4443,0.733879446
4444,0.706787458
4445,0.678602619
4446,0.654088752
4447,0.640048842
4448,0.642641362
4449,0.663659505
4450,0.699087522
4451,0.741337666
4452,0.78269162
4453,0.817212076
4454,0.84083704
4455,0.850709353
4456,0.844601547
4457,0.820787639
4458,0.778396777
4459,0.718072556
4460,0.64256045
4461,0.556761449
4462,0.467014564
4463,0.379863997
4464,0.300943862
4465,0.23453545
4466,0.183928406
4467,0.152306574
4468,0.14362643
4469,0.162741272
4470,0.213896592
4471,0.297355925
4472,0.406010986
4473,0.525671283
4474,0.640352294
4475,0.738554591
4476,0.815759245
4477,0.872891686
4478,0.913495531
4479,0.941618413
4480,0.960790937
4481,0.973739271
4482,0.982436908
4483,0.988261895
4484,0.992156993
4485,0.994759732
4486,0.999990886
4487,0.99998027
4488,0.999957296
4489,0.9999076
4490,0.999800206
4491,0.999568584
4492,0.999071055
4493,0.998011043
4494,0.995789087
4495,0.991276927
4496,0.982642478
4497,0.967743607
4498,0.945829653
4499,0.919599159
4500,0.894132022
4501,0.872966946
4502,0.856524345
4503,0.84356202
4504,0.83268286
4505,0.822849144
4506,0.813354493
4507,0.803670858
4508,0.79331675
4509,0.781774874
4510,0.768468943
4511,0.752830193
4512,0.734520278
4513,0.71390093
4514,0.692766438
4515,0.675018466
4516,0.666362791
4517,0.672065035
4518,0.693601983
4519,0.727229085
4520,0.76598464
4521,0.80287272
4522,0.832563891
4523,0.851362569
4524,0.85651408
4525,0.845697022
4526,0.817030905
4527,0.769609621
4528,0.704323931
4529,0.62448607
4530,0.535709963
4531,0.444870677
4532,0.358608044
4533,0.282183743
4534,0.219232884
4535,0.172393446
4536,0.144413321
4537,0.139168612
4538,0.161818784
4539,0.217100722
4540,0.30541022
4541,0.418866543
4542,0.541864886
4543,0.657463304
4544,0.754349924
4545,0.828950838
4546,0.883151517
4547,0.921092446
4548,0.947059202
4549,0.964601256
4550,0.976368001
4551,0.984232325
4552,0.989479914
4553,0.992979557
4554,0.99531353
4555,0.999991308
4556,0.999981185
4557,0.999959277
4558,0.999911882
4559,0.999809433
4560,0.999588344
4561,0.999112819
4562,0.998096939
4563,0.995955873
4564,0.991561983
4565,0.982990504
4566,0.967718861
4567,0.94420262
4568,0.914537684
4569,0.884461012
4570,0.859002786
4571,0.839485585
4572,0.824706778
4573,0.812977608
4574,0.803000761
4575,0.793930988
4576,0.785205822
4577,0.776384517
4578,0.767045063
4579,0.756744927
4580,0.745062895
4581,0.731769215
4582,0.717193661
4583,0.702809793
4584,0.691792479
4585,0.688799306
4586,0.698110224
4587,0.7207276
4588,0.753079817
4589,0.78881719
4590,0.821680166
4591,0.846948738
4592,0.861281645
4593,0.862013165
4594,0.846720574
4595,0.813371021
4596,0.761039666
4597,0.690898153
4598,0.606863199
4599,0.515271392
4600,0.423493624
4601,0.338195592
4602,0.264216743
4603,0.204547674
4604,0.161217144
4605,0.136584314
4606,0.134468135
4607,0.160336633
4608,0.219433065
4609,0.312328904
4610,0.43040228
4611,0.556629388
4612,0.673115743
4613,0.76876053
4614,0.840929394
4615,0.892423942
4616,0.927931335
4617,0.95194266
4618,0.968014107
4619,0.978719162
4620,0.985836649
4621,0.990567632
4622,0.993713841
4623,0.995807778
4624,0.99999171
4625,0.999982055
4626,0.999961159
4627,0.99991595
4628,0.999818205
4629,0.99960716
4630,0.999152747
4631,0.998179803
4632,0.996120035
4633,0.991855987
4634,0.98340205
4635,0.967916161
4636,0.943057526
4637,0.910063418
4638,0.87502416
4639,0.844603696
4640,0.821399832
4641,0.804420597
4642,0.791658953
4643,0.781477346
4644,0.772822476
4645,0.765047631
4646,0.757715074
4647,0.750466176
4648,0.742964689
4649,0.734918815
4650,0.726211445
4651,0.717186417
4652,0.709099868
4653,0.704542758
4654,0.707234042
4655,0.72046303
4656,0.744649653
4657,0.776280209
4658,0.809552958
4659,0.838917407
4660,0.860246154
4661,0.870538569
4662,0.867209371
4663,0.847731903
4664,0.809924231
4665,0.752855809
4666,0.678005841
4667,0.589925322
4668,0.495678067
4669,0.403092378
4670,0.318800287
4671,0.247182705
4672,0.190595594
4673,0.150500107
4674,0.128907119
4675,0.12959356
4676,0.158331054
4677,0.220881658
4678,0.318048701
4679,0.44052817
4680,0.569889855
4681,0.687279914
4682,0.781804777
4683,0.851744632
4684,0.900769756
4685,0.934069925
4686,0.956316858
4687,0.971066523
4688,0.980819922
4689,0.987269193
4690,0.9915385
4691,0.99436909
4692,0.996248767
4693,0.999992092
4694,0.999982882
4695,0.99996295
4696,0.999919822
4697,0.999826559
4698,0.999625105
4699,0.999190955
4700,0.998259696
4701,0.99628092
4702,0.992154964
4703,0.983863266
4704,0.968308915
4705,0.942396055
4706,0.906306668
4707,0.866107204
4708,0.830111864
